"","FechaInicio","Delito","Categoria","Sexo","Edad","CalidadJuridica","FechaHecho","HoraHecho","HoraInicio","geopoint","AlcaldiaHechos","ColoniaHechos","persona_fisica"
"1","20/12/2019","ROBO A CASA HABITACION SIN VIOLENCIA","DELITO DE BAJO IMPACTO","Masculino",NA,"VICTIMA Y DENUNCIANTE","19/12/2019",16:00:00,03:26:00,"19.367423897,-99.2002892","ALVARO OBREGON","LOMAS DE PLATEROS",TRUE
"2","20/12/2019","LESIONES INTENCIONALES POR GOLPES","DELITO DE BAJO IMPACTO","Masculino",NA,"VICTIMA Y DENUNCIANTE","19/12/2019",17:00:00,03:50:00,"19.132673472,-99.1848566757","TLALPAN","PARRES EL GUARDA",TRUE
"3","20/12/2019","DESAPARICION FORZADA DE PERSONAS","DELITO DE BAJO IMPACTO","Masculino",36,"VICTIMA","19/12/2019",12:30:00,04:12:00,"19.3800069441,-99.2121711759","ALVARO OBREGON","GOLONDRINAS 1A SECCIÓN",TRUE
"4","20/12/2019","DAÑO EN PROPIEDAD AJENA INTENCIONAL A AUTOMOVIL","DELITO DE BAJO IMPACTO","Femenino",NA,"VICTIMA Y DENUNCIANTE","01/12/2019",01:00:00,04:39:00,"19.4403246412,-99.0972838597","VENUSTIANO CARRANZA","ROMERO RUBIO",TRUE
"5","20/12/2019","VIOLENCIA FAMILIAR","DELITO DE BAJO IMPACTO","Femenino",24,"VICTIMA Y DENUNCIANTE","20/12/2019",00:00:00,05:03:00,"19.3738296017,-99.279684614","CUAJIMALPA DE MORELOS","LA NAVIDAD",TRUE
"6","20/12/2019","ABUSO SEXUAL","DELITO DE BAJO IMPACTO","Femenino",36,"VICTIMA Y DENUNCIANTE","19/12/2019",17:30:00,05:41:00,"19.3022729242,-99.1894225942","TLALPAN","PARQUE DEL PEDREGAL",TRUE
"7","20/12/2019","ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA","ROBO DE VEHÍCULO CON Y SIN VIOLENCIA","Masculino",53,"VICTIMA Y DENUNCIANTE","18/12/2019",16:00:00,06:53:00,"19.5282905275,-99.1565738077","GUSTAVO A MADERO","RESIDENCIAL ACUEDUCTO DE GUADALUPE",TRUE
"8","20/12/2019","TENTATIVA DE EXTORSION","DELITO DE BAJO IMPACTO","Masculino",NA,"VICTIMA Y DENUNCIANTE","21/11/2019",10:00:00,07:30:00,"19.4334105118,-99.2159753607","MIGUEL HIDALGO","REFORMA SOCIAL",TRUE
"9","20/12/2019","ROBO A PASAJERO A BORDO DE TRANSPORTE PÚBLICO CON VIOLENCIA","DELITO DE BAJO IMPACTO","Masculino",33,"VICTIMA Y DENUNCIANTE","04/12/2019",06:40:00,08:11:00,"19.4142650778,-99.2171406001","MIGUEL HIDALGO","LOMAS DE CHAPULTEPEC I SECCIÓN",TRUE
"10","20/12/2019","PERDIDA DE LA VIDA POR PARO CARDIACO","HECHO NO DELICTIVO","Masculino",50,"CADAVER","20/12/2019",06:55:00,08:43:00,"19.4884343259,-99.1732977947","AZCAPOTZALCO","EL JAGÜEY",TRUE
"11","20/12/2019","ROBO DE OBJETOS","DELITO DE BAJO IMPACTO","Femenino",33,"VICTIMA Y DENUNCIANTE","09/12/2019",08:15:00,08:52:00,"19.431430298,-99.1860534703","MIGUEL HIDALGO","POLANCO",TRUE
"12","20/12/2019","ROBO A PASAJERO A BORDO DE PESERO COLECTIVO CON VIOLENCIA","ROBO A PASAJERO A BORDO DE MICROBUS CON Y SIN VIOLENCIA","Masculino",34,"VICTIMA Y DENUNCIANTE","20/12/2019",07:00:00,09:28:00,"19.3775720483,-99.2007773176","ALVARO OBREGON","MINAS CRISTO REY",TRUE
"13","20/12/2019","FRAUDE","DELITO DE BAJO IMPACTO","Masculino",54,"VICTIMA Y DENUNCIANTE","11/12/2019",15:21:00,09:31:00,"19.4737030417,-99.1920817299","AZCAPOTZALCO","SANTA CRUZ ACAYUCAN",TRUE
"14","20/12/2019","FRAUDE","DELITO DE BAJO IMPACTO","Masculino",NA,"VICTIMA Y DENUNCIANTE","05/09/2019",12:00:00,09:31:00,"19.4751985901,-99.1613709649","AZCAPOTZALCO","POTRERO DEL LLANO",TRUE
"15","20/12/2019","ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA","ROBO DE VEHÍCULO CON Y SIN VIOLENCIA","Masculino",55,"VICTIMA Y DENUNCIANTE","17/12/2019",06:00:00,09:39:00,"19.4297197848,-99.0625958411","VENUSTIANO CARRANZA","ARENAL PUERTO AÉREO",TRUE
"16","20/12/2019","VIOLENCIA FAMILIAR","DELITO DE BAJO IMPACTO","Femenino",36,"VICTIMA Y DENUNCIANTE","14/12/2019",19:00:00,09:40:00,"19.3688950202,-99.1818483199","BENITO JUAREZ","INSURGENTES MIXCOAC",TRUE
"17","20/12/2019","FALSIFICACION DE TITULOS AL PORTADOR Y DOCUMENTOS DE CREDITO PUBLICO","DELITO DE BAJO IMPACTO","Femenino",41,"VICTIMA Y DENUNCIANTE","07/12/2019",10:30:00,09:52:00,"19.309266003,-99.1710201047","COYOACAN","VILLA PANAMERICANA",TRUE
"18","20/12/2019","VIOLENCIA FAMILIAR","DELITO DE BAJO IMPACTO","Femenino",39,"VICTIMA Y DENUNCIANTE","19/12/2019",17:00:00,10:01:00,"19.4404856004,-99.0796827002","VENUSTIANO CARRANZA","PEÑÓN DE LOS BAÑOS",TRUE
"19","20/12/2019","RESISTENCIA DE PARTICULARES (SE OPONGA O RESISTA)","DELITO DE BAJO IMPACTO","Masculino",NA,"VICTIMA Y DENUNCIANTE","20/12/2019",09:00:00,10:03:00,"19.4448191124,-99.1449632902","CUAUHTEMOC","GUERRERO",TRUE
"20","20/12/2019","ENCUBRIMIENTO","DELITO DE BAJO IMPACTO",NA,NA,"VICTIMA","20/12/2019",09:30:00,10:10:00,"19.4795273634,-99.1891901461","AZCAPOTZALCO","SAN FRANCISCO TETECALA",FALSE
"21","20/12/2019","ROBO A NEGOCIO SIN VIOLENCIA","DELITO DE BAJO IMPACTO",NA,NA,"VICTIMA","14/12/2019",12:00:00,10:19:00,"19.3579203981,-99.1983715097","ALVARO OBREGON","LOS ALPES",FALSE
"22","20/12/2019","ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA","ROBO DE VEHÍCULO CON Y SIN VIOLENCIA","Masculino",39,"VICTIMA Y DENUNCIANTE","16/12/2019",00:00:00,10:37:00,"19.3232514188,-99.21941098","LA MAGDALENA CONTRERAS","SAN JERÓNIMO LÍDICE",TRUE
"23","20/12/2019","ROBO A PASAJERO / CONDUCTOR DE VEHICULO CON VIOLENCIA","DELITO DE BAJO IMPACTO","Masculino",67,"VICTIMA Y DENUNCIANTE","11/12/2019",14:00:00,10:41:00,"19.4554248094,-99.1610260203","CUAUHTEMOC","ATLAMPA",TRUE
"24","20/12/2019","NARCOMENUDEO POSESION SIMPLE","DELITO DE BAJO IMPACTO",NA,NA,"VICTIMA","20/12/2019",10:30:00,10:48:00,"19.444553499,-99.0869058354","VENUSTIANO CARRANZA","PENSADOR MEXICANO",FALSE
"25","20/12/2019","AMENAZAS","DELITO DE BAJO IMPACTO","Masculino",55,"VICTIMA Y DENUNCIANTE","19/12/2019",16:00:00,10:53:00,"19.2736356711,-99.2375913305","TLALPAN","BOSQUES DEL PEDREGAL",TRUE
"26","20/12/2019","LESIONES CULPOSAS","DELITO DE BAJO IMPACTO","Femenino",NA,"LESIONADO","20/12/2019",00:56:00,10:53:00,"19.3929853823,-99.1728553204","BENITO JUAREZ","NAPOLES",TRUE
"27","20/12/2019","LESIONES CULPOSAS","DELITO DE BAJO IMPACTO","Masculino",NA,"LESIONADO","20/12/2019",00:56:00,10:53:00,"19.3929853823,-99.1728553204","BENITO JUAREZ","NAPOLES",TRUE
"28","20/12/2019","VIOLENCIA FAMILIAR","DELITO DE BAJO IMPACTO","Femenino",35,"VICTIMA Y DENUNCIANTE","20/12/2019",08:40:00,11:00:00,"19.44801214,-99.19320513","MIGUEL HIDALGO","REFORMA PENSIL",TRUE
"29","20/12/2019","ROBO A PASAJERO / CONDUCTOR DE VEHICULO CON VIOLENCIA","DELITO DE BAJO IMPACTO","Femenino",41,"VICTIMA Y DENUNCIANTE","19/12/2019",07:15:00,11:01:00,"19.3756650077,-99.2023805499","ALVARO OBREGON","OLIVAR DEL CONDE 1A SECCIÓN",TRUE
"30","20/12/2019","VIOLENCIA FAMILIAR","DELITO DE BAJO IMPACTO","Femenino",49,"VICTIMA Y DENUNCIANTE","19/12/2019",09:20:00,11:07:00,"19.4475954989,-99.20088373","MIGUEL HIDALGO","5 DE MAYO",TRUE
"31","20/12/2019","ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA","ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA","Femenino",25,"VICTIMA Y DENUNCIANTE","20/12/2019",07:40:00,11:08:00,"19.3403877016,-99.0492215798","IZTAPALAPA","SANTA CRUZ MEYEHUALCO",TRUE
"32","20/12/2019","ROBO DE OBJETOS DEL INTERIOR DE UN VEHICULO","DELITO DE BAJO IMPACTO","Femenino",38,"VICTIMA Y DENUNCIANTE","19/12/2019",20:00:00,11:12:00,"19.3678551938,-99.1664555704","BENITO JUAREZ","SANTA CRUZ ATOYAC",TRUE
"33","20/12/2019","ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA","ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA",NA,NA,"VICTIMA","15/12/2019",21:30:00,11:18:00,"19.3984713397,-99.0630963603","IZTACALCO","AGRÍCOLA ORIENTAL",FALSE
"34","20/12/2019","ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA","ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA","Masculino",26,"VICTIMA Y DENUNCIANTE","20/12/2019",10:50:00,11:18:00,"19.399892468,-99.1134038399","IZTACALCO","GRANJAS MÉXICO",TRUE
"35","20/12/2019","DISPAROS DE ARMA DE FUEGO","DELITO DE BAJO IMPACTO","Femenino",59,"VICTIMA Y DENUNCIANTE","19/12/2019",22:05:00,11:19:00,"19.2343307612,-99.0725270699","XOCHIMILCO","TECACALANCO",TRUE
"36","20/12/2019","ROBO A NEGOCIO SIN VIOLENCIA","DELITO DE BAJO IMPACTO","Femenino",63,"VICTIMA Y DENUNCIANTE","19/12/2019",20:30:00,11:28:00,"19.4188952908,-99.1715471096","CUAUHTEMOC","ROMA NORTE",TRUE
"37","20/12/2019","ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA","ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA","Masculino",25,"VICTIMA Y DENUNCIANTE","20/12/2019",10:25:00,11:30:00,"19.3718664935,-99.0330273688","IZTAPALAPA","EJERCITO DE ORIENTE ZONA PEÑON",TRUE
"38","20/12/2019","VIOLENCIA FAMILIAR","DELITO DE BAJO IMPACTO","Femenino",38,"VICTIMA Y DENUNCIANTE","06/11/2019",18:00:00,11:42:00,"19.3934253559,-99.0752222401","IZTACALCO","AGRÍCOLA ORIENTAL",TRUE
"39","20/12/2019","VIOLENCIA FAMILIAR","DELITO DE BAJO IMPACTO","Femenino",83,"VICTIMA Y DENUNCIANTE","19/12/2019",08:30:00,11:48:00,"19.4369574156,-99.1047734799","VENUSTIANO CARRANZA","REVOLUCIÓN",TRUE
"40","20/12/2019","AMENAZAS","DELITO DE BAJO IMPACTO","Femenino",50,"VICTIMA Y DENUNCIANTE","14/12/2019",00:11:00,11:54:00,"19.3213434219,-99.2106895595","ALVARO OBREGON","JARDINES DEL PEDREGAL",TRUE
"41","20/12/2019","ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA","ROBO DE VEHÍCULO CON Y SIN VIOLENCIA","Masculino",35,"VICTIMA Y DENUNCIANTE","17/12/2019",23:00:00,12:05:00,"19.2562466658,-99.0427721472","XOCHIMILCO","SAN GREGORIO ATLAPULCO",TRUE
"42","20/12/2019","ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA","ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA","Femenino",35,"VICTIMA","20/12/2019",11:15:00,12:06:00,"19.3554510646,-99.3045851255","CUAJIMALPA DE MORELOS","ZENTLAPATL",TRUE
"43","20/12/2019","VIOLENCIA FAMILIAR","DELITO DE BAJO IMPACTO","Femenino",56,"VICTIMA Y DENUNCIANTE","09/12/2019",09:00:00,12:08:00,"19.3871709826,-99.02999405","IZTAPALAPA","JUAN ESCUTIA",TRUE
"44","20/12/2019","LESIONES INTENCIONALES POR GOLPES","DELITO DE BAJO IMPACTO","Masculino",53,"VICTIMA Y DENUNCIANTE","19/12/2019",19:30:00,12:16:00,"19.3803526799,-99.1564216304","BENITO JUAREZ","VERTIZ NARVARTE",TRUE
"45","20/12/2019","PERDIDA DE LA VIDA POR SUICIDIO","HECHO NO DELICTIVO","Masculino",48,"CADAVER","20/12/2019",12:00:00,12:19:00,"19.412794102,-99.1259216403","VENUSTIANO CARRANZA","ARTES GRAFICAS",TRUE
"46","20/12/2019","ABANDONO DE PERSONA","DELITO DE BAJO IMPACTO","Femenino",NA,"VICTIMA Y DENUNCIANTE","24/04/2019",10:00:00,12:20:00,"19.4508012926,-99.1797642397","MIGUEL HIDALGO","POPOTLA",TRUE
"47","20/12/2019","VIOLENCIA FAMILIAR","DELITO DE BAJO IMPACTO","Femenino",83,"VICTIMA Y DENUNCIANTE","02/12/2019",07:00:00,12:25:00,"19.3357767768,-99.2080897101","LA MAGDALENA CONTRERAS","INDEPENDENCIA BATAN NORTE",TRUE
"48","20/12/2019","FRAUDE","DELITO DE BAJO IMPACTO","Masculino",41,"VICTIMA Y DENUNCIANTE","19/12/2019",15:30:00,12:27:00,"19.351492559,-99.1456324","COYOACAN","SAN DIEGO CHURUBUSCO",TRUE
"49","20/12/2019","ROBO DE OBJETOS","DELITO DE BAJO IMPACTO","Femenino",NA,"VICTIMA Y DENUNCIANTE","06/11/2019",14:00:00,12:41:00,"19.4402681083,-99.2054185703","MIGUEL HIDALGO","IRRIGACIÓN",TRUE
"50","20/12/2019","ROBO A PASAJERO / CONDUCTOR DE VEHICULO CON VIOLENCIA","DELITO DE BAJO IMPACTO","Masculino",57,"VICTIMA Y DENUNCIANTE","18/12/2019",19:30:00,12:46:00,"19.411000431,-99.1314845996","CUAUHTEMOC","VISTA ALEGRE",TRUE
"51","20/12/2019","FALSIFICACION DE TITULOS AL PORTADOR Y DOCUMENTOS DE CREDITO PUBLICO","DELITO DE BAJO IMPACTO","Femenino",71,"VICTIMA Y DENUNCIANTE","02/12/2019",12:00:00,12:57:00,"19.3728221363,-99.2087637899","ALVARO OBREGON","OLIVAR DEL CONDE 1A SECCIÓN",TRUE
"52","20/12/2019","NARCOMENUDEO POSESIÓN CON FINES DE VENTA, COMERCIO Y SUMINISTRO","DELITO DE BAJO IMPACTO",NA,NA,"VICTIMA","20/12/2019",10:00:00,12:58:00,"19.293565067,-99.0617262101","IZTAPALAPA","LA PLANTA",FALSE
"53","20/12/2019","ROBO DE OBJETOS","DELITO DE BAJO IMPACTO","Femenino",23,"VICTIMA Y DENUNCIANTE","18/12/2019",18:00:00,13:06:00,"19.4433911926,-99.1829500805","MIGUEL HIDALGO","ANAHUAC",TRUE
"54","20/12/2019","DESPOJO","DELITO DE BAJO IMPACTO","Femenino",52,"VICTIMA Y DENUNCIANTE","16/12/2019",18:30:00,13:06:00,"19.2617452807,-99.1332035497","XOCHIMILCO","TEPEPAN",TRUE
"55","20/12/2019","ROBO DE OBJETOS DEL INTERIOR DE UN VEHICULO","DELITO DE BAJO IMPACTO","Masculino",29,"VICTIMA Y DENUNCIANTE","15/12/2019",20:00:00,13:09:00,"19.3424397943,-99.0618538121","IZTAPALAPA","LOS ÁNGELES APANOAYA",TRUE
"56","20/12/2019","DAÑO EN PROPIEDAD AJENA INTENCIONAL A AUTOMOVIL","DELITO DE BAJO IMPACTO","Femenino",58,"VICTIMA Y DENUNCIANTE","14/12/2019",12:00:00,13:10:00,"19.2710858792,-99.1903714798","TLALPAN","SAN JUAN TEPEXIMILPA",TRUE
"57","20/12/2019","RESISTENCIA DE PARTICULARES (SE OPONGA O RESISTA)","DELITO DE BAJO IMPACTO","Masculino",NA,"VICTIMA Y DENUNCIANTE","20/12/2019",12:10:00,13:13:00,"19.357050783,-99.143784172","COYOACAN","CHURUBUSCO COUNTRY CLUB",TRUE
"58","20/12/2019","DDH OTRAS MATERIAS","HECHO NO DELICTIVO","Masculino",NA,"VICTIMA","20/12/2019",13:35:00,13:16:00,"19.4758389126,-99.1786301104","AZCAPOTZALCO","SINDICATO MEXICANO DE ELECTRICISTAS",TRUE
"59","20/12/2019","FALSIFICACION DE TITULOS AL PORTADOR Y DOCUMENTOS DE CREDITO PUBLICO","DELITO DE BAJO IMPACTO","Masculino",31,"VICTIMA Y DENUNCIANTE","08/11/2019",12:00:00,13:22:00,"19.3722199384,-99.1496108495","BENITO JUAREZ","PORTALES SUR",TRUE
"60","20/12/2019","ROBO A PASAJERO EN RTP CON VIOLENCIA","DELITO DE BAJO IMPACTO","Masculino",NA,"VICTIMA Y DENUNCIANTE","06/12/2019",11:29:00,13:31:00,"19.3116202517,-99.08106163","IZTAPALAPA","JOSÉ LÓPEZ PORTILLO",TRUE
"61","20/12/2019","VIOLENCIA FAMILIAR","DELITO DE BAJO IMPACTO","Femenino",76,"VICTIMA Y DENUNCIANTE","01/03/2019",12:00:00,13:31:00,"19.383616248,-99.1088841899","IZTACALCO","INFONAVIT IZTACALCO",TRUE
"62","20/12/2019","ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA","ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA","Masculino",37,"VICTIMA Y DENUNCIANTE","20/12/2019",12:00:00,13:32:00,"19.4597363712,-99.1294709396","CUAUHTEMOC","PERALVILLO",TRUE
"63","20/12/2019","ROBO DE OBJETOS DEL INTERIOR DE UN VEHICULO","DELITO DE BAJO IMPACTO","Masculino",30,"VICTIMA Y DENUNCIANTE","16/12/2019",11:15:00,13:35:00,"19.3065792128,-99.2201811398","TLALPAN","RINCÓN DEL PEDREGAL",TRUE
"64","20/12/2019","FALSIFICACION DE TITULOS AL PORTADOR Y DOCUMENTOS DE CREDITO PUBLICO","DELITO DE BAJO IMPACTO","Masculino",27,"VICTIMA Y DENUNCIANTE","14/12/2019",22:00:00,13:37:00,"19.2599640487,-99.0097164803","TLAHUAC","LOS REYES",TRUE
"65","20/12/2019","ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA","ROBO DE VEHÍCULO CON Y SIN VIOLENCIA","Femenino",25,"VICTIMA Y DENUNCIANTE","09/12/2019",12:40:00,13:39:00,"19.4198925541,-99.0571179999","IZTACALCO","AGRÍCOLA PANTITLAN",TRUE
"66","20/12/2019","ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA","ROBO DE VEHÍCULO CON Y SIN VIOLENCIA","Masculino",25,"VICTIMA Y DENUNCIANTE","19/12/2019",18:30:00,13:45:00,"19.3885499327,-99.0377464096","IZTAPALAPA","JUAN ESCUTIA",TRUE
"67","20/12/2019","ABUSO DE CONFIANZA","DELITO DE BAJO IMPACTO","Masculino",56,"VICTIMA Y DENUNCIANTE","22/12/2018",17:00:00,13:53:00,"19.3712810503,-99.1276526096","IZTAPALAPA","SAN ANDRÉS TETEPILCO",TRUE
"68","20/12/2019","ROBO DE OBJETOS","DELITO DE BAJO IMPACTO","Femenino",57,"VICTIMA Y DENUNCIANTE","20/12/2019",08:30:00,14:02:00,"19.3465306122,-99.0444726303","IZTAPALAPA","SANTA CRUZ MEYEHUALCO",TRUE
"69","20/12/2019","USURPACIÓN DE IDENTIDAD","DELITO DE BAJO IMPACTO","Masculino",28,"VICTIMA Y DENUNCIANTE","15/04/2019",20:00:00,14:11:00,"19.3553518184,-99.1843867575","ALVARO OBREGON","FLORIDA",TRUE
"70","20/12/2019","FALSIFICACION DE TITULOS AL PORTADOR Y DOCUMENTOS DE CREDITO PUBLICO","DELITO DE BAJO IMPACTO","Masculino",89,"VICTIMA Y DENUNCIANTE","07/12/2019",11:15:00,14:12:00,"19.3518548336,-99.1861825499","ALVARO OBREGON","GUADALUPE INN",TRUE
"71","20/12/2019","DESPOJO","DELITO DE BAJO IMPACTO","Masculino",39,"VICTIMA Y DENUNCIANTE","18/12/2019",23:00:00,14:14:00,"19.373057011,-99.1814179936","BENITO JUAREZ","INSURGENTES MIXCOAC",TRUE
"72","20/12/2019","FRAUDE","DELITO DE BAJO IMPACTO","Femenino",NA,"VICTIMA Y DENUNCIANTE","12/11/2019",15:00:00,14:15:00,"19.3421896081,-99.1672213401","COYOACAN","CUADRANTE DE SAN FRANCISCO",TRUE
"73","20/12/2019","PERDIDA DE LA VIDA POR OTRAS CAUSAS","HECHO NO DELICTIVO","Masculino",27,"CADAVER","20/12/2019",14:00:00,14:17:00,"19.4338223531,-99.1909168702","MIGUEL HIDALGO","POLANCO",TRUE
"74","20/12/2019","ROBO A PASAJERO A BORDO DE METROBUS SIN VIOLENCIA","DELITO DE BAJO IMPACTO","Masculino",31,"VICTIMA Y DENUNCIANTE","20/12/2019",11:00:00,14:21:00,"19.4604858753,-99.1439118698","CUAUHTEMOC","SAN SIMÓN TOLNAHUAC",TRUE
"75","20/12/2019","DAÑO EN PROPIEDAD AJENA CULPOSA POR TRÁNSITO VEHICULAR A AUTOMOVIL","DELITO DE BAJO IMPACTO","Masculino",61,"VICTIMA Y DENUNCIANTE","17/12/2019",14:02:00,14:22:00,"19.3921359659,-99.0827810598","IZTACALCO","AGRÍCOLA ORIENTAL",TRUE
"76","20/12/2019","ROBO A TRANSEUNTE EN VIA PUBLICA SIN VIOLENCIA","ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA","Femenino",25,"VICTIMA Y DENUNCIANTE","20/12/2019",07:30:00,14:28:00,"19.4347579295,-99.1659299904","CUAUHTEMOC","CUAUHTÉMOC",TRUE
"77","20/12/2019","ROBO DE VEHICULO DE SERVICIO PARTICULAR CON VIOLENCIA","ROBO DE VEHÍCULO CON Y SIN VIOLENCIA","Masculino",35,"VICTIMA Y DENUNCIANTE","20/12/2019",06:00:00,14:34:00,"19.3150485478,-99.1456081272","COYOACAN","PEDREGAL DE SANTA URSULA",TRUE
"78","20/12/2019","VIOLENCIA FAMILIAR","DELITO DE BAJO IMPACTO","Femenino",35,"VICTIMA Y DENUNCIANTE","13/12/2019",09:00:00,14:37:00,"19.3619152962,-99.2683879004","CUAJIMALPA DE MORELOS","LOMAS DE SANTA FE",TRUE
"79","20/12/2019","ABUSO DE CONFIANZA","DELITO DE BAJO IMPACTO","Femenino",NA,"VICTIMA Y DENUNCIANTE","20/12/2019",13:45:00,14:40:00,"19.3746375868,-99.0904605402","IZTAPALAPA","CENTRAL DE ABASTO",TRUE
"80","20/12/2019","ROBO DE OBJETOS","DELITO DE BAJO IMPACTO","Masculino",48,"VICTIMA Y DENUNCIANTE","20/12/2019",12:50:00,14:41:00,"19.4095070811,-99.1357565017","CUAUHTEMOC","OBRERA",TRUE
"81","20/12/2019","DAÑO EN PROPIEDAD AJENA CULPOSA POR TRÁNSITO VEHICULAR A AUTOMOVIL","DELITO DE BAJO IMPACTO","Masculino",22,"VICTIMA Y DENUNCIANTE","19/12/2019",13:00:00,14:47:00,"19.3858893221,-99.1605437362","BENITO JUAREZ","NARVARTE",TRUE
"82","20/12/2019","ROBO DE DOCUMENTOS","DELITO DE BAJO IMPACTO","Masculino",58,"VICTIMA Y DENUNCIANTE","20/12/2019",13:00:00,14:48:00,"19.4271645066,-99.1419773705","CUAUHTEMOC","CENTRO",TRUE
"83","20/12/2019","AMENAZAS","DELITO DE BAJO IMPACTO","Femenino",46,"VICTIMA Y DENUNCIANTE","18/12/2019",12:00:00,14:49:00,"19.4336184657,-99.1288380092","CUAUHTEMOC","CENTRO",TRUE
"84","20/12/2019","VIOLENCIA FAMILIAR","DELITO DE BAJO IMPACTO","Femenino",65,"VICTIMA Y DENUNCIANTE","20/12/2019",01:00:00,14:49:00,"19.3607255984,-99.2278337","ALVARO OBREGON","ARCOS CENTENARIO",TRUE
"85","20/12/2019","ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA","ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA","Femenino",33,"VICTIMA Y DENUNCIANTE","20/12/2019",09:30:00,14:50:00,"19.4446840666,-99.1452037507","CUAUHTEMOC","GUERRERO",TRUE
"86","20/12/2019","ROBO A TRANSEUNTE SALIENDO DEL BANCO CON VIOLENCIA","ROBO A CUENTAHABIENTE SALIENDO DEL CAJERO CON VIOLENCIA","Masculino",32,"VICTIMA Y DENUNCIANTE","17/12/2019",12:15:00,15:00:00,"19.3568783583,-99.053498914","IZTAPALAPA","UNIDAD VICENTE GUERRERO",TRUE
"87","20/12/2019","ROBO DE OBJETOS DEL INTERIOR DE UN VEHICULO","DELITO DE BAJO IMPACTO","Femenino",27,"VICTIMA Y DENUNCIANTE","20/12/2019",07:00:00,15:00:00,"19.398607014,-99.2053476002","ALVARO OBREGON","ACUEDUCTO",TRUE
"88","20/12/2019","ABANDONO DE PERSONA","DELITO DE BAJO IMPACTO","Femenino",31,"VICTIMA Y DENUNCIANTE","19/12/2019",10:00:00,15:01:00,"19.3414641334,-99.0584247834","IZTAPALAPA","LOS ÁNGELES APANOAYA",TRUE
"89","20/12/2019","ROBO DE OBJETOS","DELITO DE BAJO IMPACTO","Masculino",41,"VICTIMA Y DENUNCIANTE","20/12/2019",08:00:00,15:09:00,"19.3580901284,-99.1597781328","BENITO JUAREZ","GENERAL PEDRO MARIA ANAYA",TRUE
"90","20/12/2019","ROBO DE PLACA DE AUTOMOVIL","DELITO DE BAJO IMPACTO","Femenino",60,"VICTIMA Y DENUNCIANTE","20/12/2019",12:00:00,15:11:00,"19.4621920992,-99.1615291004","AZCAPOTZALCO","TLATILCO",TRUE
"91","20/12/2019","VIOLENCIA FAMILIAR","DELITO DE BAJO IMPACTO","Femenino",4,"VICTIMA","24/10/2019",13:30:00,15:11:00,"19.3262343357,-99.0948439535","IZTAPALAPA","LOMAS ESTRELLA 1A SECCION",TRUE
"92","20/12/2019","DAÑO EN PROPIEDAD AJENA INTENCIONAL","DELITO DE BAJO IMPACTO","Femenino",63,"VICTIMA Y DENUNCIANTE","11/12/2019",16:00:00,15:16:00,"19.4717519858,-99.1308116568","GUSTAVO A MADERO","INDUSTRIAL",TRUE
"93","20/12/2019","VIOLACION","VIOLACIÓN","Femenino",15,"VICTIMA","10/12/2019",17:20:00,15:17:00,"19.3498741972,-98.9991543005","IZTAPALAPA","LOMAS DE ZARAGOZA",TRUE
"94","20/12/2019","ENCUBRIMIENTO","DELITO DE BAJO IMPACTO",NA,NA,"VICTIMA","20/12/2019",14:42:00,15:20:00,"19.4073410423,-99.1409278586","CUAUHTEMOC","ALGARIN",FALSE
"95","20/12/2019","ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA","ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA","Masculino",22,"VICTIMA Y DENUNCIANTE","15/09/2019",21:30:00,15:26:00,"19.2630088564,-99.01369438","TLAHUAC","LOS REYES",TRUE
"96","20/12/2019","VIOLENCIA FAMILIAR","DELITO DE BAJO IMPACTO","Femenino",31,"VICTIMA Y DENUNCIANTE","17/12/2019",16:30:00,15:30:00,"19.4069446834,-99.1218434484","VENUSTIANO CARRANZA","JAMAICA",TRUE
