"","FechaInicio","Delito","Categoria","Sexo","Edad","CalidadJuridica","FechaHecho","HoraHecho","HoraInicio","geopoint","AlcaldiaHechos","ColoniaHechos","persona_fisica"
"717","25/12/2019","VIOLACION","VIOLACIÓN","Masculino",NA,"VICTIMA Y DENUNCIANTE","01/01/2012",12:00:00,04:36:00,"19.3479560176,-99.1542142753","COYOACAN","BARRIO SAN LUCAS",TRUE
"718","25/12/2019","ABUSO DE AUTORIDAD","DELITO DE BAJO IMPACTO","Femenino",NA,"VICTIMA Y DENUNCIANTE","23/12/2019",12:00:00,07:45:00,NA,"CUAUHTEMOC",NA,TRUE
"719","25/12/2019","ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA","ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA","Masculino",25,"VICTIMA Y DENUNCIANTE","25/12/2019",08:40:00,09:59:00,"19.5282966814,-99.1658569609","GUSTAVO A MADERO","SAN JOSÉ DE LA ESCALERA",TRUE
"720","25/12/2019","VIOLENCIA FAMILIAR","DELITO DE BAJO IMPACTO","Femenino",29,"VICTIMA Y DENUNCIANTE","06/12/2019",00:00:00,10:13:00,"19.4135483494,-99.1251535522","VENUSTIANO CARRANZA","ARTES GRAFICAS",TRUE
"721","25/12/2019","VIOLENCIA FAMILIAR","DELITO DE BAJO IMPACTO","Femenino",47,"VICTIMA Y DENUNCIANTE","25/12/2019",09:40:00,10:14:00,"19.3387097716,-99.008229381","IZTAPALAPA","LOMAS DE LA ESTANCIA",TRUE
"722","25/12/2019","ROBO A CASA HABITACION SIN VIOLENCIA","DELITO DE BAJO IMPACTO","Femenino",49,"VICTIMA Y DENUNCIANTE","25/12/2019",05:27:00,10:31:00,"19.3054558043,-99.105469038","COYOACAN","CAFETALES",TRUE
"723","25/12/2019","AMENAZAS","DELITO DE BAJO IMPACTO","Femenino",52,"VICTIMA Y DENUNCIANTE","25/12/2019",07:00:00,10:49:00,"19.4137971,-99.1423399002","CUAUHTEMOC","OBRERA",TRUE
"724","25/12/2019","FRAUDE","DELITO DE BAJO IMPACTO","Masculino",NA,"VICTIMA Y DENUNCIANTE","09/11/2016",10:00:00,11:01:00,"19.25813579,-99.1055078152","XOCHIMILCO","BARRIO SAN PEDRO",TRUE
"725","25/12/2019","HOMICIDIO POR GOLPES","HOMICIDIO DOLOSO","Masculino",43,"CADAVER","25/12/2019",08:41:00,11:24:00,"19.3727272332,-99.1272816752","IZTAPALAPA","SAN ANDRÉS TETEPILCO",TRUE
"726","25/12/2019","VIOLACION","VIOLACIÓN","Femenino",13,"VICTIMA","25/12/2019",04:30:00,11:34:00,"19.2046156439,-99.0477430272","MILPA ALTA","NOCHTLA (SAN PEDRO ATOCPAN)",TRUE
"727","25/12/2019","ROBO DE PLACA DE AUTOMOVIL","DELITO DE BAJO IMPACTO","Masculino",51,"VICTIMA Y DENUNCIANTE","25/12/2019",09:00:00,11:37:00,"19.3399853118,-99.0159927562","IZTAPALAPA","XALPA",TRUE
"728","25/12/2019","ROBO DE VEHICULO DE SERVICIO PARTICULAR CON VIOLENCIA","ROBO DE VEHÍCULO CON Y SIN VIOLENCIA","Masculino",30,"VICTIMA Y DENUNCIANTE","25/12/2019",01:50:00,11:51:00,"19.4563012977,-99.1791442996","MIGUEL HIDALGO","POPOTLA",TRUE
"729","25/12/2019","AMENAZAS","DELITO DE BAJO IMPACTO","Femenino",NA,"VICTIMA Y DENUNCIANTE","23/12/2019",21:00:00,12:12:00,"19.4437020007,-99.1260526999","CUAUHTEMOC","MORELOS",TRUE
"730","25/12/2019","ROBO A TRANSEUNTE EN VIA PUBLICA SIN VIOLENCIA","ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA","Masculino",39,"VICTIMA Y DENUNCIANTE","25/12/2019",02:30:00,12:25:00,"19.4354517836,-99.1151556682","VENUSTIANO CARRANZA","AMPLIACIÓN PENITENCIARIA",TRUE
"731","25/12/2019","VIOLENCIA FAMILIAR","DELITO DE BAJO IMPACTO","Femenino",25,"VICTIMA Y DENUNCIANTE","03/12/2019",11:00:00,12:37:00,"19.4005877006,-99.0912046996","IZTACALCO","GRANJAS MÉXICO",TRUE
"732","25/12/2019","ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA","ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA","Masculino",17,"VICTIMA","25/12/2019",11:30:00,12:43:00,"19.4743983032,-99.1973840004","AZCAPOTZALCO","PLENITUD",TRUE
"733","25/12/2019","ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA","ROBO DE VEHÍCULO CON Y SIN VIOLENCIA","Femenino",48,"VICTIMA Y DENUNCIANTE","25/12/2019",06:00:00,12:45:00,"19.2782566172,-99.1165744749","XOCHIMILCO","BARRIO 18",TRUE
"734","25/12/2019","ROBO A CASA HABITACION SIN VIOLENCIA","DELITO DE BAJO IMPACTO","Masculino",35,"VICTIMA Y DENUNCIANTE","24/12/2019",17:30:00,12:54:00,"19.3037924991,-99.1723312783","COYOACAN","PEDREGAL DEL SUR",TRUE
"735","25/12/2019","VIOLENCIA FAMILIAR","DELITO DE BAJO IMPACTO","Femenino",27,"VICTIMA Y DENUNCIANTE","25/12/2019",07:30:00,13:07:00,"19.3659224412,-99.196710218","ALVARO OBREGON","MERCED GÓMEZ",TRUE
"736","25/12/2019","VIOLENCIA FAMILIAR","DELITO DE BAJO IMPACTO","Femenino",NA,"VICTIMA Y DENUNCIANTE","09/05/2019",18:00:00,13:08:00,"19.2949942974,-99.0099482632","TLAHUAC","GUADALUPE TLALTENCO",TRUE
"737","25/12/2019","ROBO DE OBJETOS","DELITO DE BAJO IMPACTO","Femenino",32,"VICTIMA Y DENUNCIANTE","12/12/2019",15:20:00,13:11:00,"19.3803003315,-99.1406409669","BENITO JUAREZ","AMÉRICAS UNIDAS",TRUE
"738","25/12/2019","DAÑO EN PROPIEDAD AJENA INTENCIONAL","DELITO DE BAJO IMPACTO","Femenino",66,"VICTIMA Y DENUNCIANTE","25/12/2019",10:00:00,13:19:00,"19.3235993798,-99.1169849077","COYOACAN","CULHUACÁN CTM SECCIÓN VII",TRUE
"739","25/12/2019","ALLANAMIENTO DE MORADA","DELITO DE BAJO IMPACTO","Femenino",47,"VICTIMA Y DENUNCIANTE","25/12/2019",09:34:00,13:44:00,"19.5058801967,-99.1283326671","GUSTAVO A MADERO","SAN PEDRO ZACATENCO",TRUE
"740","25/12/2019","VIOLENCIA FAMILIAR","DELITO DE BAJO IMPACTO","Femenino",20,"VICTIMA Y DENUNCIANTE","24/12/2019",23:30:00,13:54:00,"19.4253958165,-99.1264257918","CUAUHTEMOC","CENTRO",TRUE
"741","25/12/2019","NARCOMENUDEO POSESION SIMPLE","DELITO DE BAJO IMPACTO",NA,NA,"VICTIMA","25/12/2019",13:30:00,14:25:00,"19.4168306243,-99.0717287381","IZTACALCO","AGRÍCOLA PANTITLAN",FALSE
"742","25/12/2019","AMENAZAS","DELITO DE BAJO IMPACTO","Femenino",38,"VICTIMA Y DENUNCIANTE","16/12/2019",15:30:00,15:07:00,"19.3770330398,-99.1886042982","BENITO JUAREZ","SANTA MARIA NONOALCO",TRUE
"743","25/12/2019","ROBO A CASA HABITACION SIN VIOLENCIA","DELITO DE BAJO IMPACTO","Femenino",30,"VICTIMA Y DENUNCIANTE","08/12/2019",10:00:00,15:08:00,"19.3642286307,-99.1614631326","BENITO JUAREZ","SANTA CRUZ ATOYAC",TRUE
"744","25/12/2019","DAÑO EN PROPIEDAD AJENA INTENCIONAL A BIENES INMUEBLES","DELITO DE BAJO IMPACTO","Masculino",34,"VICTIMA Y DENUNCIANTE","25/12/2019",08:00:00,15:19:00,"19.2760716728,-99.1366876671","XOCHIMILCO","SANTA MARÍA TEPEPAN",TRUE
"745","25/12/2019","ROBO DE ACCESORIOS DE AUTO","DELITO DE BAJO IMPACTO","Masculino",30,"VICTIMA Y DENUNCIANTE","22/12/2019",04:30:00,15:35:00,"19.3741619895,-99.2057194968","ALVARO OBREGON","OLIVAR DEL CONDE 1A SECCIÓN",TRUE
"746","25/12/2019","AMENAZAS","DELITO DE BAJO IMPACTO","Femenino",30,"VICTIMA Y DENUNCIANTE","24/12/2019",14:00:00,15:41:00,"19.4562827013,-99.0619787997","GUSTAVO A MADERO","SAN JUAN DE ARAGÓN IV SECCIÓN",TRUE
"747","25/12/2019","ROBO A CASA HABITACION SIN VIOLENCIA","DELITO DE BAJO IMPACTO","Masculino",59,"VICTIMA Y DENUNCIANTE","24/12/2019",19:00:00,15:43:00,"19.3251469,-99.2174913997","LA MAGDALENA CONTRERAS","SAN JERÓNIMO LÍDICE",TRUE
"748","25/12/2019","ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA","ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA","Masculino",NA,"VICTIMA Y DENUNCIANTE","16/12/2019",12:00:00,16:02:00,"19.2463307514,-99.0176605174","XOCHIMILCO","CERRILLOS SEGUNDA SECCIÓN",TRUE
"749","25/12/2019","VIOLENCIA FAMILIAR","DELITO DE BAJO IMPACTO","Femenino",23,"VICTIMA Y DENUNCIANTE","25/12/2019",03:30:00,16:25:00,"19.4144843422,-99.0939791754","VENUSTIANO CARRANZA","GENERAL IGNACIO ZARAGOZA",TRUE
"750","25/12/2019","ROBO A CASA HABITACION SIN VIOLENCIA","DELITO DE BAJO IMPACTO","Masculino",56,"VICTIMA Y DENUNCIANTE","25/12/2019",02:30:00,16:33:00,"19.4248790998,-99.1076402003","VENUSTIANO CARRANZA","JARDÍN BALBUENA",TRUE
"751","25/12/2019","AMENAZAS","DELITO DE BAJO IMPACTO","Masculino",55,"VICTIMA Y DENUNCIANTE","25/12/2019",04:00:00,17:04:00,"19.4901277303,-99.1047544183","GUSTAVO A MADERO","MARTÍN CARRERA",TRUE
"752","25/12/2019","LESIONES INTENCIONALES POR ARMA DE FUEGO","LESIONES DOLOSAS POR DISPARO DE ARMA DE FUEGO","Femenino",NA,"LESIONADO","25/12/2019",14:39:00,17:37:00,NA,"TLAHUAC",NA,TRUE
"753","25/12/2019","ROBO A TRANSEUNTE EN PARQUES Y MERCADOS CON VIOLENCIA","DELITO DE BAJO IMPACTO","Masculino",32,"VICTIMA Y DENUNCIANTE","25/12/2019",17:10:00,17:48:00,"19.3981781954,-99.1507917997","BENITO JUAREZ","NARVARTE",TRUE
"754","25/12/2019","FRAUDE","DELITO DE BAJO IMPACTO","Masculino",NA,"VICTIMA Y DENUNCIANTE","28/04/2019",12:00:00,17:53:00,"19.3536746013,-99.1137321001","IZTAPALAPA","GRANJAS ESMERALDA",TRUE
"755","25/12/2019","LESIONES INTENCIONALES POR GOLPES","DELITO DE BAJO IMPACTO","Masculino",24,"VICTIMA Y DENUNCIANTE","25/12/2019",17:50:00,18:36:00,"19.486861382,-99.0939646313","GUSTAVO A MADERO","EL COYOL",TRUE
"756","25/12/2019","SUSTRACCION DE MENORES","DELITO DE BAJO IMPACTO","Femenino",6,"VICTIMA","24/12/2019",17:00:00,19:48:00,"19.3905379537,-99.0973808379","IZTACALCO","AMPLIACIÓN GABRIEL RAMOS MILLÁN",TRUE
"757","25/12/2019","NEGACION DEL SERVICIO PUBLICO","DELITO DE BAJO IMPACTO","Femenino",NA,"VICTIMA Y DENUNCIANTE","15/11/2019",10:00:00,19:53:00,"19.4346292154,-99.1432387187","CUAUHTEMOC","CENTRO",TRUE
"758","25/12/2019","AMENAZAS","DELITO DE BAJO IMPACTO","Masculino",NA,"VICTIMA Y DENUNCIANTE","25/12/2019",00:00:00,19:59:00,"19.3942209979,-99.2064760996","ALVARO OBREGON","MOLINO DE SANTO DOMINGO",TRUE
"759","25/12/2019","DAÑO EN PROPIEDAD AJENA CULPOSA POR TRÁNSITO VEHICULAR A AUTOMOVIL","DELITO DE BAJO IMPACTO","Masculino",41,"LESIONADO","24/12/2019",13:45:00,20:01:00,"19.4156141932,-99.1437067503","CUAUHTEMOC","OBRERA",TRUE
"760","25/12/2019","VIOLENCIA FAMILIAR","DELITO DE BAJO IMPACTO","Femenino",30,"VICTIMA Y DENUNCIANTE","24/12/2019",22:00:00,20:29:00,"19.3983054801,-99.1187626301","IZTACALCO","SANTA ANITA",TRUE
"761","25/12/2019","HOMICIDIO POR GOLPES","HOMICIDIO DOLOSO","Masculino",30,"CADAVER","25/12/2019",16:10:00,20:35:00,NA,"VENUSTIANO CARRANZA",NA,TRUE
"762","25/12/2019","DAÑO EN PROPIEDAD AJENA INTENCIONAL","DELITO DE BAJO IMPACTO","Masculino",51,"VICTIMA Y DENUNCIANTE","25/12/2019",14:45:00,20:35:00,"19.340924698,-99.0621029002","IZTAPALAPA","LOS ÁNGELES APANOAYA",TRUE
"763","25/12/2019","ROBO DE ACCESORIOS DE AUTO","DELITO DE BAJO IMPACTO","Femenino",41,"VICTIMA Y DENUNCIANTE","24/12/2019",14:00:00,20:44:00,"19.4580203996,-99.1459672995","CUAUHTEMOC","SAN SIMÓN TOLNAHUAC",TRUE
"764","25/12/2019","VIOLENCIA FAMILIAR","DELITO DE BAJO IMPACTO","Femenino",36,"VICTIMA","25/12/2019",20:58:00,21:22:00,"19.3620672994,-99.2513633","ALVARO OBREGON","TEPOPOTLA",TRUE
"765","25/12/2019","VIOLENCIA FAMILIAR","DELITO DE BAJO IMPACTO","Femenino",NA,"VICTIMA Y DENUNCIANTE","25/12/2019",20:00:00,21:32:00,"19.2182642093,-99.2011147057","TLALPAN","SANTO TOMAS AJUSCO",TRUE
"766","25/12/2019","DAÑO EN PROPIEDAD AJENA CULPOSA","DELITO DE BAJO IMPACTO","Masculino",48,"VICTIMA Y DENUNCIANTE","25/12/2019",19:30:00,21:57:00,"19.4038469196,-99.1746553473","MIGUEL HIDALGO","ESCANDÓN I SECCIÓN",TRUE
"767","25/12/2019","LESIONES CULPOSAS POR TRANSITO VEHICULAR EN COLISION","DELITO DE BAJO IMPACTO","Femenino",NA,"LESIONADO","25/12/2019",15:40:00,22:04:00,NA,"GUSTAVO A MADERO",NA,TRUE
"768","25/12/2019","ROBO A CASA HABITACION SIN VIOLENCIA","DELITO DE BAJO IMPACTO","Femenino",53,"VICTIMA Y DENUNCIANTE","24/12/2019",14:00:00,22:27:00,"19.369420502,-99.0183246996","IZTAPALAPA","SANTA MARTHA ACATITLA SUR",TRUE
"769","25/12/2019","ROBO DE ACCESORIOS DE AUTO","DELITO DE BAJO IMPACTO","Femenino",39,"VICTIMA Y DENUNCIANTE","18/12/2019",23:00:00,22:39:00,"19.3845168128,-99.1608706948","BENITO JUAREZ","DEL VALLE CENTRO",TRUE
"770","26/12/2019","LESIONES INTENCIONALES POR ARMA DE FUEGO","LESIONES DOLOSAS POR DISPARO DE ARMA DE FUEGO","Masculino",NA,"LESIONADO","26/12/2019",02:00:00,03:24:00,"19.3796996207,-99.1157615511","IZTAPALAPA","APATLACO",TRUE
"771","26/12/2019","LESIONES INTENCIONALES POR ARMA DE FUEGO","LESIONES DOLOSAS POR DISPARO DE ARMA DE FUEGO","Femenino",NA,"LESIONADO","26/12/2019",02:00:00,03:24:00,"19.3796996207,-99.1157615511","IZTAPALAPA","APATLACO",TRUE
"772","26/12/2019","DDH RELACIONADAS","HECHO NO DELICTIVO","Masculino",24,"LESIONADO","25/12/2019",21:00:00,07:14:00,NA,"IZTAPALAPA",NA,TRUE
"773","26/12/2019","DDH RELACIONADAS","HECHO NO DELICTIVO","Masculino",27,"LESIONADO","25/12/2019",21:00:00,07:14:00,NA,"IZTAPALAPA",NA,TRUE
"774","26/12/2019","ROBO A CASA HABITACION CON VIOLENCIA","ROBO A CASA HABITACIÓN CON VIOLENCIA","Femenino",25,"VICTIMA Y DENUNCIANTE","26/12/2019",07:20:00,08:02:00,"19.446062519,-99.1205162312","VENUSTIANO CARRANZA","MORELOS",TRUE
"775","26/12/2019","ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA","ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA","Femenino",NA,"VICTIMA Y DENUNCIANTE","26/12/2019",06:15:00,08:46:00,"19.3682169798,-99.1000693725","IZTAPALAPA","SANTA BÁRBARA",TRUE
"776","26/12/2019","ROBO A NEGOCIO SIN VIOLENCIA","DELITO DE BAJO IMPACTO","Masculino",63,"VICTIMA Y DENUNCIANTE","25/12/2019",16:30:00,10:11:00,"19.2959379216,-99.1000659633","XOCHIMILCO","PARQUE ECOLOGICO DE XOCHIMILCO",TRUE
"777","26/12/2019","PERDIDA DE LA VIDA POR OTRAS CAUSAS","HECHO NO DELICTIVO","Masculino",50,"CADAVER","25/12/2019",18:10:00,10:31:00,NA,"BENITO JUAREZ",NA,TRUE
"778","26/12/2019","DAÑO EN PROPIEDAD AJENA CULPOSA","DELITO DE BAJO IMPACTO","Femenino",56,"VICTIMA Y DENUNCIANTE","15/02/2018",18:00:00,10:54:00,"19.4020370023,-99.2075588004","MIGUEL HIDALGO","16 DE SEPTIEMBRE",TRUE
"779","26/12/2019","VIOLENCIA FAMILIAR","DELITO DE BAJO IMPACTO","Femenino",30,"VICTIMA Y DENUNCIANTE","19/12/2019",02:30:00,10:58:00,"19.4344899695,-99.1424811202","CUAUHTEMOC","CENTRO",TRUE
"780","26/12/2019","ROBO A CASA HABITACION SIN VIOLENCIA","DELITO DE BAJO IMPACTO","Femenino",49,"VICTIMA Y DENUNCIANTE","26/12/2019",06:50:00,10:59:00,"19.32850312,-99.2142573387","LA MAGDALENA CONTRERAS","SAN JERÓNIMO LÍDICE",TRUE
"781","26/12/2019","ROBO DE ACCESORIOS DE AUTO","DELITO DE BAJO IMPACTO","Femenino",41,"VICTIMA Y DENUNCIANTE","25/12/2019",10:00:00,11:16:00,"19.3759766518,-99.2208136706","ALVARO OBREGON","AMPLIACIÓN PILOTO ADOLFO LÓPEZ MATEOS",TRUE
"782","26/12/2019","DAÑO EN PROPIEDAD AJENA CULPOSA POR TRÁNSITO VEHICULAR A AUTOMOVIL","DELITO DE BAJO IMPACTO","Masculino",NA,"VICTIMA Y DENUNCIANTE","23/12/2019",19:30:00,11:28:00,"19.3424011131,-99.1904432999","ALVARO OBREGON","SAN ANGEL",TRUE
"783","26/12/2019","DAÑO EN PROPIEDAD AJENA INTENCIONAL A AUTOMOVIL","DELITO DE BAJO IMPACTO","Femenino",51,"VICTIMA Y DENUNCIANTE","26/12/2019",09:20:00,11:36:00,"19.4105630321,-99.1242610046","VENUSTIANO CARRANZA","ARTES GRAFICAS",TRUE
"784","26/12/2019","LESIONES INTENCIONALES POR GOLPES","DELITO DE BAJO IMPACTO","Masculino",38,"VICTIMA Y DENUNCIANTE","21/12/2019",22:30:00,11:47:00,"19.577798979,-99.1309062025","GUSTAVO A MADERO","MALACATES",TRUE
"785","26/12/2019","LESIONES CULPOSAS POR TRANSITO VEHICULAR","DELITO DE BAJO IMPACTO","Masculino",NA,"LESIONADO","26/12/2019",11:30:00,11:50:00,"19.4307672495,-99.1240006817","VENUSTIANO CARRANZA","ZONA CENTRO",TRUE
"786","26/12/2019","ROBO DE OBJETOS DEL INTERIOR DE UN VEHICULO","DELITO DE BAJO IMPACTO","Masculino",68,"VICTIMA Y DENUNCIANTE","26/12/2019",07:00:00,11:51:00,"19.4626255123,-99.1317811571","CUAUHTEMOC","PERALVILLO",TRUE
"787","26/12/2019","VIOLENCIA FAMILIAR","DELITO DE BAJO IMPACTO","Masculino",NA,"VICTIMA","12/11/2019",12:00:00,12:16:00,"19.3954024528,-99.158970457","BENITO JUAREZ","NARVARTE",TRUE
"788","26/12/2019","TENTATIVA DE EXTORSION","DELITO DE BAJO IMPACTO","Masculino",37,"VICTIMA Y DENUNCIANTE","23/12/2019",14:00:00,12:24:00,"19.3176318061,-99.0429791287","IZTAPALAPA","DESARROLLO URBANO QUETZALCOATL",TRUE
"789","26/12/2019","FRAUDE","DELITO DE BAJO IMPACTO","Masculino",68,"VICTIMA Y DENUNCIANTE","18/12/2019",12:00:00,12:31:00,"19.3949524931,-99.1735423693","BENITO JUAREZ","NAPOLES",TRUE
"790","26/12/2019","FRAUDE","DELITO DE BAJO IMPACTO","Masculino",NA,"VICTIMA Y DENUNCIANTE","15/12/2019",12:00:00,12:36:00,"19.3736008392,-99.1878576936","BENITO JUAREZ","INSURGENTES MIXCOAC",TRUE
"791","26/12/2019","ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA","ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA","Masculino",52,"VICTIMA Y DENUNCIANTE","23/12/2019",20:30:00,12:38:00,"19.4467179894,-99.1555971614","CUAUHTEMOC","SANTA MARIA LA RIBERA",TRUE
"792","26/12/2019","ROBO DE PLACA DE AUTOMOVIL","DELITO DE BAJO IMPACTO","Masculino",52,"VICTIMA Y DENUNCIANTE","25/12/2019",21:00:00,12:56:00,"19.4136936156,-99.1200766878","VENUSTIANO CARRANZA","ÁLVARO OBREGÓN",TRUE
"793","26/12/2019","LESIONES INTENCIONALES POR GOLPES","DELITO DE BAJO IMPACTO","Masculino",NA,"VICTIMA Y DENUNCIANTE","11/12/2019",01:00:00,13:07:00,"19.4187991663,-99.1565317247","CUAUHTEMOC","ROMA NORTE",TRUE
"794","26/12/2019","ROBO A TRANSEUNTE SALIENDO DEL BANCO CON VIOLENCIA","ROBO A CUENTAHABIENTE SALIENDO DEL CAJERO CON VIOLENCIA","Femenino",43,"VICTIMA Y DENUNCIANTE","26/06/2019",14:55:00,13:13:00,"19.4174405343,-99.1395303805","CUAUHTEMOC","OBRERA",TRUE
"795","26/12/2019","ROBO DE OBJETOS DEL INTERIOR DE UN VEHICULO","DELITO DE BAJO IMPACTO","Masculino",43,"VICTIMA Y DENUNCIANTE","25/12/2019",15:15:00,13:17:00,"19.4202285667,-99.2047561982","MIGUEL HIDALGO","LOMAS DE CHAPULTEPEC IV SECCIÓN (LOMAS VIRREYES)",TRUE
"796","26/12/2019","VIOLENCIA FAMILIAR","DELITO DE BAJO IMPACTO","Femenino",28,"VICTIMA Y DENUNCIANTE","25/12/2019",22:30:00,13:17:00,"19.3843289662,-99.0939357216","IZTACALCO","AMPLIACIÓN GABRIEL RAMOS MILLÁN",TRUE
"797","26/12/2019","LESIONES INTENCIONALES POR ARMA BLANCA","DELITO DE BAJO IMPACTO","Masculino",27,"VICTIMA Y DENUNCIANTE","26/12/2019",05:23:00,13:22:00,NA,"TLALPAN",NA,TRUE
"798","26/12/2019","VIOLENCIA FAMILIAR","DELITO DE BAJO IMPACTO","Femenino",46,"VICTIMA Y DENUNCIANTE","25/12/2019",09:00:00,13:22:00,"19.3325902028,-99.1690495999","COYOACAN","PEDREGAL DE SANTO DOMINGO",TRUE
"799","26/12/2019","FRAUDE","DELITO DE BAJO IMPACTO","Masculino",NA,"VICTIMA Y DENUNCIANTE","16/07/2016",00:00:00,13:24:00,"19.4234485414,-99.1674706266","CUAUHTEMOC","JUÁREZ",TRUE
"800","26/12/2019","DDH CERESO","HECHO NO DELICTIVO","Masculino",40,"VICTIMA Y DENUNCIANTE","26/12/2019",11:00:00,13:30:00,"19.3521962135,-99.0157589507","IZTAPALAPA","PARAJE ZACATEPEC",TRUE
"801","26/12/2019","ROBO A PASAJERO A BORDO DE TRANSPORTE PÚBLICO CON VIOLENCIA","DELITO DE BAJO IMPACTO","Masculino",47,"VICTIMA Y DENUNCIANTE","25/12/2019",18:00:00,13:40:00,"19.3733671693,-99.1227221637","IZTAPALAPA","EL RETOÑO",TRUE
"802","26/12/2019","ROBO DE OBJETOS DEL INTERIOR DE UN VEHICULO","DELITO DE BAJO IMPACTO","Masculino",56,"VICTIMA Y DENUNCIANTE","20/12/2019",19:30:00,13:41:00,"19.4292476624,-99.1619630678","CUAUHTEMOC","JUÁREZ",TRUE
"803","26/12/2019","EXTORSION","DELITO DE BAJO IMPACTO","Femenino",25,"VICTIMA Y DENUNCIANTE","23/12/2019",22:52:00,13:44:00,"19.34315048,-99.2119140627","ALVARO OBREGON","LOMAS DE LOS ANGELES DEL PUEBLO TETELPAN",TRUE
"804","26/12/2019","FALSIFICACION DE TITULOS AL PORTADOR Y DOCUMENTOS DE CREDITO PUBLICO","DELITO DE BAJO IMPACTO","Femenino",60,"VICTIMA Y DENUNCIANTE","23/12/2019",15:00:00,13:47:00,"19.3817199987,-99.0819886818","IZTAPALAPA","CENTRAL DE ABASTO",TRUE
"805","26/12/2019","FRAUDE","DELITO DE BAJO IMPACTO","Masculino",NA,"VICTIMA Y DENUNCIANTE","08/07/2019",15:00:00,14:06:00,"19.3450417608,-99.1681713397","COYOACAN","ROMERO DE TERREROS",TRUE
"806","26/12/2019","AMENAZAS","DELITO DE BAJO IMPACTO","Masculino",65,"VICTIMA Y DENUNCIANTE","25/12/2019",02:35:00,14:07:00,"19.4033369325,-99.18838859","MIGUEL HIDALGO","TACUBAYA",TRUE
"807","26/12/2019","ROBO DE PLACA DE AUTOMOVIL","DELITO DE BAJO IMPACTO","Masculino",62,"VICTIMA Y DENUNCIANTE","24/12/2019",15:00:00,14:08:00,"19.280908115,-99.1774032341","TLALPAN","SANTA ÚRSULA XITLA",TRUE
"808","26/12/2019","USURPACIÓN DE IDENTIDAD","DELITO DE BAJO IMPACTO","Masculino",NA,"VICTIMA Y DENUNCIANTE","25/11/2019",17:00:00,14:12:00,"19.4096859563,-99.1399253875","CUAUHTEMOC","OBRERA",TRUE
"809","26/12/2019","NARCOMENUDEO POSESIÓN CON FINES DE VENTA, COMERCIO Y SUMINISTRO","DELITO DE BAJO IMPACTO",NA,NA,"VICTIMA","26/12/2019",13:45:00,14:30:00,"19.4336112813,-99.1215926873","VENUSTIANO CARRANZA","ZONA CENTRO",FALSE
"810","26/12/2019","AMENAZAS","DELITO DE BAJO IMPACTO","Femenino",39,"VICTIMA Y DENUNCIANTE","25/12/2019",11:30:00,14:36:00,"19.4745845375,-99.1965978138","AZCAPOTZALCO","PLENITUD",TRUE
"811","26/12/2019","LESIONES INTENCIONALES POR ARMA DE FUEGO","LESIONES DOLOSAS POR DISPARO DE ARMA DE FUEGO",NA,NA,"CADAVER","25/12/2019",02:00:00,14:36:00,NA,"TEPEAPULCO",NA,FALSE
"812","26/12/2019","ROBO DE OBJETOS","DELITO DE BAJO IMPACTO","Femenino",80,"VICTIMA Y DENUNCIANTE","22/12/2019",16:00:00,14:38:00,"19.4175695972,-99.1057878997","VENUSTIANO CARRANZA","JARDÍN BALBUENA",TRUE
"813","26/12/2019","TENTATIVA DE ROBO","DELITO DE BAJO IMPACTO","Masculino",59,"VICTIMA Y DENUNCIANTE","26/12/2019",01:50:00,14:39:00,"19.4857223611,-99.1377341706","GUSTAVO A MADERO","CHURUBUSCO TEPEYAC",TRUE
"814","26/12/2019","DAÑO EN PROPIEDAD AJENA CULPOSA POR TRÁNSITO VEHICULAR A AUTOMOVIL","DELITO DE BAJO IMPACTO","Masculino",NA,"VICTIMA","19/12/2019",23:00:00,14:39:00,"19.4199545436,-99.1771603461","CUAUHTEMOC","CONDESA",TRUE
"815","26/12/2019","VIOLENCIA FAMILIAR","DELITO DE BAJO IMPACTO","Femenino",34,"VICTIMA Y DENUNCIANTE","25/12/2019",04:00:00,14:40:00,"19.347070197,-99.0095028002","IZTAPALAPA","2A. AMPLIACIÓN SANTIAGO ACAHUALTEPEC",TRUE
"816","26/12/2019","VIOLENCIA FAMILIAR","DELITO DE BAJO IMPACTO","Masculino",NA,"VICTIMA Y DENUNCIANTE","26/12/2019",02:50:00,14:41:00,"19.4258683964,-99.1751070998","CUAUHTEMOC","CUAUHTÉMOC",TRUE
